date,trigger_type,selected_tickers,one_way_turnover,transaction_cost_nav_pct,target_weights_json,final_weights_json,diagnostics_json
2025-09-24,TIME_BASED,XLB|XLU|XLI,0.30000000000000004,0.0004500000000000001,"{""XLB"": 0.29999999999999927, ""XLE"": 0.0, ""XLF"": 0.0, ""XLI"": 0.3, ""XLK"": 0.0, ""XLP"": 0.0, ""XLU"": 0.35, ""XLV"": 0.0, ""XLY"": 0.0, ""SPY"": 0.05000000000000082, ""CASH"": 0.0}","{""XLB"": 0.09473684210526301, ""XLE"": 0.0, ""XLF"": 0.0, ""XLI"": 0.09473684210526323, ""XLK"": 0.0, ""XLP"": 0.0, ""XLU"": 0.11052631578947376, ""XLV"": 0.0, ""XLY"": 0.0, ""SPY"": 0.7, ""CASH"": 0.0}","{""target"": {""asof_date"": ""2025-09-24"", ""selected_tickers"": [""XLB"", ""XLU"", ""XLI""], ""overlay"": {""target_vol"": 0.12, ""force_cash"": false, ""max_sector_exposure"": 1.0, ""max_sector_count"": 3, ""trigger_type"": ""TIME_BASED"", ""triggers"": []}, ""defensive_asset"": ""SPY"", ""method"": ""Risk parity baseline with deterministic edge tilt, annualized volatility targeting, and constrained projection"", ""risk_parity_weights"": {""XLB"": 0.2562225933944854, ""XLU"": 0.3811977542349534, ""XLI"": 0.3625796523705613}, ""tilted_relative_weights"": {""XLB"": 0.265570876013835, ""XLU"": 0.3765163879613945, ""XLI"": 0.3579127360247706}, ""sector_exposure_after_vol_target"": 1.0, ""final_sector_exposure"": 0.9499999999999992, ""constraint_errors"": []}, ""trade"": {""raw_one_way_turnover"": 0.9499999999999992, ""allowed_one_way_turnover"": 0.3, ""executed_one_way_turnover"": 0.30000000000000004, ""turnover_scale_factor"": 0.3157894736842108, ""rolling_annual_turnover_before_trade"": 0.0, ""trigger_type"": ""TIME_BASED""}}"
2025-10-23,TIME_BASED,XLE|XLB|XLF,0.29999999999999993,0.00044999999999999993,"{""XLB"": 0.1602005881256247, ""XLE"": 0.139799411874374, ""XLF"": 0.3, ""XLI"": 0.0, ""XLK"": 0.0, ""XLP"": 0.0, ""XLU"": 0.0, ""XLV"": 0.0, ""XLY"": 0.0, ""SPY"": 0.40000000000000124, ""CASH"": 0.0}","{""XLB"": 0.13360594130485284, ""XLE"": 0.08300590080040973, ""XLF"": 0.17812500000000037, ""XLI"": 0.03848684210526307, ""XLK"": 0.0, ""XLP"": 0.0, ""XLU"": 0.04490131578947358, ""XLV"": 0.0, ""XLY"": 0.0, ""SPY"": 0.5218750000000003, ""CASH"": 0.0}","{""target"": {""asof_date"": ""2025-10-23"", ""selected_tickers"": [""XLE"", ""XLB"", ""XLF""], ""overlay"": {""target_vol"": 0.12, ""force_cash"": false, ""max_sector_exposure"": 1.0, ""max_sector_count"": 3, ""trigger_type"": ""TIME_BASED"", ""triggers"": []}, ""defensive_asset"": ""SPY"", ""method"": ""Risk parity baseline with deterministic edge tilt, annualized volatility targeting, and constrained projection"", ""risk_parity_weights"": {""XLE"": 0.3101405279895532, ""XLB"": 0.3422670253339398, ""XLF"": 0.34759244667650707}, ""tilted_relative_weights"": {""XLE"": 0.3192779062105882, ""XLB"": 0.33992853617248137, ""XLF"": 0.34079355761693053}, ""sector_exposure_after_vol_target"": 0.9879202731615215, ""final_sector_exposure"": 0.5999999999999988, ""constraint_errors"": []}, ""trade"": {""raw_one_way_turnover"": 0.5052631578947357, ""allowed_one_way_turnover"": 0.3, ""executed_one_way_turnover"": 0.29999999999999993, ""turnover_scale_factor"": 0.5937500000000012, ""rolling_annual_turnover_before_trade"": 0.0, ""trigger_type"": ""TIME_BASED""}}"
2025-11-21,TIME_BASED,XLE|XLI|XLB,0.2819165378670789,0.00042287480680061834,"{""XLB"": 0.14607995696074724, ""XLE"": 0.1539200430392528, ""XLF"": 0.0, ""XLI"": 0.3, ""XLK"": 0.0, ""XLP"": 0.0, ""XLU"": 0.0, ""XLV"": 0.0, ""XLY"": 0.0, ""SPY"": 0.0, ""CASH"": 0.3999999999999999}","{""XLB"": 0.13360594130485284, ""XLE"": 0.1115657143229643, ""XLF"": 0.10638730956060968, ""XLI"": 0.14380810507722153, ""XLK"": 0.0, ""XLP"": 0.0, ""XLU"": 0.04490131578947358, ""XLV"": 0.0, ""XLY"": 0.0, ""SPY"": 0.31169615257231215, ""CASH"": 0.14803546137256585}","{""target"": {""asof_date"": ""2025-11-21"", ""selected_tickers"": [""XLE"", ""XLI"", ""XLB""], ""overlay"": {""target_vol"": 0.12, ""force_cash"": false, ""max_sector_exposure"": 1.0, ""max_sector_count"": 3, ""trigger_type"": ""TIME_BASED"", ""triggers"": []}, ""defensive_asset"": ""CASH"", ""method"": ""Risk parity baseline with deterministic edge tilt, annualized volatility targeting, and constrained projection"", ""defensive_asset_override"": ""SPY-only volatility 12.13% exceeded target 12.00%; cash used for unallocated risk budget."", ""risk_parity_weights"": {""XLE"": 0.31422405669180936, ""XLI"": 0.3639442189972643, ""XLB"": 0.3218317243109264}, ""tilted_relative_weights"": {""XLE"": 0.3192066163026285, ""XLI"": 0.3694267965566263, ""XLB"": 0.3113665871407453}, ""sector_exposure_after_vol_target"": 1.0, ""final_sector_exposure"": 0.6000000000000001, ""constraint_errors"": []}, ""trade"": {""raw_one_way_turnover"": 0.7449013157894743, ""allowed_one_way_turnover"": 0.3, ""executed_one_way_turnover"": 0.2819165378670789, ""turnover_scale_factor"": 0.4027379112386837, ""rolling_annual_turnover_before_trade"": 0.0, ""trigger_type"": ""TIME_BASED""}}"
2025-12-23,TIME_BASED,XLU|XLE|XLP,0.3000000000000001,0.00045000000000000015,"{""XLB"": 0.0, ""XLE"": 0.19999999999999982, ""XLF"": 0.0, ""XLI"": 0.0, ""XLK"": 0.0, ""XLP"": 0.24656765313620965, ""XLU"": 0.2534323468637902, ""XLV"": 0.0, ""XLY"": 0.0, ""SPY"": 0.0, ""CASH"": 0.3000000000000004}","{""XLB"": 0.07597556606880465, ""XLE"": 0.1497114810270856, ""XLF"": 0.060497579579650684, ""XLI"": 0.08177706830861715, ""XLK"": 0.0, ""XLP"": 0.10635594669318355, ""XLU"": 0.13485032143849396, ""XLV"": 0.0, ""XLY"": 0.0, ""SPY"": 0.17724729455792368, ""CASH"": 0.2135847423262408}","{""target"": {""asof_date"": ""2025-12-23"", ""selected_tickers"": [""XLU"", ""XLE"", ""XLP""], ""overlay"": {""target_vol"": 0.12, ""force_cash"": false, ""max_sector_exposure"": 1.0, ""max_sector_count"": 3, ""trigger_type"": ""TIME_BASED"", ""triggers"": []}, ""defensive_asset"": ""CASH"", ""method"": ""Risk parity baseline with deterministic edge tilt, annualized volatility targeting, and constrained projection"", ""defensive_asset_override"": ""SPY-only volatility 12.80% exceeded target 12.00%; cash used for unallocated risk budget."", ""risk_parity_weights"": {""XLU"": 0.3640824562348187, ""XLE"": 0.2607050427691962, ""XLP"": 0.3752125009959852}, ""tilted_relative_weights"": {""XLU"": 0.37097134963956246, ""XLE"": 0.2649219944499154, ""XLP"": 0.3641066559105221}, ""sector_exposure_after_vol_target"": 1.0, ""final_sector_exposure"": 0.6999999999999996, ""constraint_errors"": []}, ""trade"": {""raw_one_way_turnover"": 0.6954975085149961, ""allowed_one_way_turnover"": 0.3, ""executed_one_way_turnover"": 0.3000000000000001, ""turnover_scale_factor"": 0.4313459017855439, ""rolling_annual_turnover_before_trade"": 0.0, ""trigger_type"": ""TIME_BASED""}}"
2026-01-26,TIME_BASED,XLU|XLP|XLE,0.29999999999999993,0.00044999999999999993,"{""XLB"": 0.0, ""XLE"": 0.19999999999999948, ""XLF"": 0.0, ""XLI"": 0.0, ""XLK"": 0.0, ""XLP"": 0.23369349100917453, ""XLU"": 0.2663065089908265, ""XLV"": 0.0, ""XLY"": 0.0, ""SPY"": 0.2999999999999995, ""CASH"": 0.0}","{""XLB"": 0.023194591557589204, ""XLE"": 0.18464741076681782, ""XLF"": 0.018469314822899402, ""XLI"": 0.024965733015765733, ""XLK"": 0.0, ""XLP"": 0.1948185936812487, ""XLU"": 0.22617423047337643, ""XLV"": 0.0, ""XLY"": 0.0, ""SPY"": 0.26252480879524376, ""CASH"": 0.06520531688705894}","{""target"": {""asof_date"": ""2026-01-26"", ""selected_tickers"": [""XLU"", ""XLP"", ""XLE""], ""overlay"": {""target_vol"": 0.12, ""force_cash"": false, ""max_sector_exposure"": 1.0, ""max_sector_count"": 3, ""trigger_type"": ""TIME_BASED"", ""triggers"": []}, ""defensive_asset"": ""SPY"", ""method"": ""Risk parity baseline with deterministic edge tilt, annualized volatility targeting, and constrained projection"", ""risk_parity_weights"": {""XLU"": 0.3881314229689183, ""XLP"": 0.3592730377286034, ""XLE"": 0.2525955393024784}, ""tilted_relative_weights"": {""XLU"": 0.3941559058230864, ""XLP"": 0.3615428878163425, ""XLE"": 0.2443012063605711}, ""sector_exposure_after_vol_target"": 1.0, ""final_sector_exposure"": 0.7000000000000005, ""constraint_errors"": []}, ""trade"": {""raw_one_way_turnover"": 0.43183495628331325, ""allowed_one_way_turnover"": 0.3, ""executed_one_way_turnover"": 0.29999999999999993, ""turnover_scale_factor"": 0.6947098553160654, ""rolling_annual_turnover_before_trade"": 0.0, ""trigger_type"": ""TIME_BASED""}}"
2026-02-25,TIME_BASED,XLP|XLB|XLU,0.3,0.00045,"{""XLB"": 0.2999999999999997, ""XLE"": 0.0, ""XLF"": 0.0, ""XLI"": 0.0, ""XLK"": 0.0, ""XLP"": 0.28581951760829843, ""XLU"": 0.21418048239170223, ""XLV"": 0.0, ""XLY"": 0.0, ""SPY"": 0.19999999999999962, ""CASH"": 0.0}","{""XLB"": 0.24896999351371463, ""XLE"": 0.03404037017241601, ""XLF"": 0.018469314822899402, ""XLI"": 0.004602516709836774, ""XLK"": 0.0, ""XLP"": 0.26904319172512325, ""XLU"": 0.22617423047337643, ""XLV"": 0.0, ""XLY"": 0.0, ""SPY"": 0.18667956347216016, ""CASH"": 0.012020819110473292}","{""target"": {""asof_date"": ""2026-02-25"", ""selected_tickers"": [""XLP"", ""XLB"", ""XLU""], ""overlay"": {""target_vol"": 0.12, ""force_cash"": false, ""max_sector_exposure"": 1.0, ""max_sector_count"": 3, ""trigger_type"": ""TIME_BASED"", ""triggers"": []}, ""defensive_asset"": ""SPY"", ""method"": ""Risk parity baseline with deterministic edge tilt, annualized volatility targeting, and constrained projection"", ""risk_parity_weights"": {""XLP"": 0.3829820203422949, ""XLB"": 0.2884541726736648, ""XLU"": 0.32856380698404036}, ""tilted_relative_weights"": {""XLP"": 0.39159082818568947, ""XLB"": 0.28845737884246125, ""XLU"": 0.31995179297184917}, ""sector_exposure_after_vol_target"": 1.0, ""final_sector_exposure"": 0.8000000000000004, ""constraint_errors"": []}, ""trade"": {""raw_one_way_turnover"": 0.36780633236946025, ""allowed_one_way_turnover"": 0.3, ""executed_one_way_turnover"": 0.3, ""turnover_scale_factor"": 0.8156466422624039, ""rolling_annual_turnover_before_trade"": 0.0, ""trigger_type"": ""TIME_BASED""}}"
2026-03-23,EMERGENCY_TREND,XLP|XLB,0.32260069039125566,0.0004839010355868835,"{""XLB"": 0.2, ""XLE"": 0.0, ""XLF"": 0.0, ""XLI"": 0.0, ""XLK"": 0.0, ""XLP"": 0.25, ""XLU"": 0.0, ""XLV"": 0.0, ""XLY"": 0.0, ""SPY"": 0.0, ""CASH"": 0.55}","{""XLB"": 0.2171109581855061, ""XLE"": 0.011894290949338877, ""XLF"": 0.018469314822899402, ""XLI"": 0.004602516709836774, ""XLK"": 0.0, ""XLP"": 0.26904319172512325, ""XLU"": 0.07902916709974869, ""XLV"": 0.0, ""XLY"": 0.0, ""SPY"": 0.06522905100581793, ""CASH"": 0.334621509501729}","{""target"": {""asof_date"": ""2026-03-23"", ""selected_tickers"": [""XLP"", ""XLB""], ""overlay"": {""target_vol"": 0.1, ""force_cash"": true, ""max_sector_exposure"": 0.6, ""max_sector_count"": 2, ""trigger_type"": ""EMERGENCY_TREND"", ""triggers"": [""SPY below 200-day SMA for 3 consecutive trading days"", ""Drawdown warning mode active""]}, ""defensive_asset"": ""CASH"", ""method"": ""Risk parity baseline with deterministic edge tilt, annualized volatility targeting, and constrained projection"", ""risk_parity_weights"": {""XLP"": 0.560998370872608, ""XLB"": 0.43900162912739216}, ""tilted_relative_weights"": {""XLP"": 0.5729763494857366, ""XLB"": 0.42702365051426333}, ""sector_exposure_after_vol_target"": 0.6, ""final_sector_exposure"": 0.45, ""constraint_errors"": []}, ""trade"": {""raw_one_way_turnover"": 0.5379791808895267, ""allowed_one_way_turnover"": 0.35, ""executed_one_way_turnover"": 0.32260069039125566, ""turnover_scale_factor"": 0.6505827965708435, ""rolling_annual_turnover_before_trade"": 0.0, ""trigger_type"": ""EMERGENCY_TREND""}}"
2026-03-24,EMERGENCY_TREND,XLP|XLB,0.1442582181055666,0.0002163873271583499,"{""XLB"": 0.2, ""XLE"": 0.0, ""XLF"": 0.0, ""XLI"": 0.0, ""XLK"": 0.0, ""XLP"": 0.25, ""XLU"": 0.0, ""XLV"": 0.0, ""XLY"": 0.0, ""SPY"": 0.0, ""CASH"": 0.55}","{""XLB"": 0.2171109581855061, ""XLE"": 0.011894290949338877, ""XLF"": 0.018469314822899402, ""XLI"": 0.004602516709836774, ""XLK"": 0.0, ""XLP"": 0.26904319172512325, ""XLU"": 0.0, ""XLV"": 0.0, ""XLY"": 0.0, ""SPY"": 0.0, ""CASH"": 0.4788797276072956}","{""target"": {""asof_date"": ""2026-03-24"", ""selected_tickers"": [""XLP"", ""XLB""], ""overlay"": {""target_vol"": 0.1, ""force_cash"": true, ""max_sector_exposure"": 0.6, ""max_sector_count"": 2, ""trigger_type"": ""EMERGENCY_TREND"", ""triggers"": [""SPY below 200-day SMA for 3 consecutive trading days"", ""Drawdown warning mode active""]}, ""defensive_asset"": ""CASH"", ""method"": ""Risk parity baseline with deterministic edge tilt, annualized volatility targeting, and constrained projection"", ""risk_parity_weights"": {""XLP"": 0.5665764110179895, ""XLB"": 0.4334235889820105}, ""tilted_relative_weights"": {""XLP"": 0.5785165403126449, ""XLB"": 0.4214834596873552}, ""sector_exposure_after_vol_target"": 0.6, ""final_sector_exposure"": 0.45, ""constraint_errors"": []}, ""trade"": {""raw_one_way_turnover"": 0.21537849049827104, ""allowed_one_way_turnover"": 0.35, ""executed_one_way_turnover"": 0.1442582181055666, ""turnover_scale_factor"": 1.0, ""rolling_annual_turnover_before_trade"": 0.0, ""trigger_type"": ""EMERGENCY_TREND""}}"
2026-03-25,EMERGENCY_TREND,XLP|XLB,0.0,0.0,"{""XLB"": 0.2, ""XLE"": 0.0, ""XLF"": 0.0, ""XLI"": 0.0, ""XLK"": 0.0, ""XLP"": 0.25, ""XLU"": 0.0, ""XLV"": 0.0, ""XLY"": 0.0, ""SPY"": 0.0, ""CASH"": 0.55}","{""XLB"": 0.2171109581855061, ""XLE"": 0.011894290949338877, ""XLF"": 0.018469314822899402, ""XLI"": 0.004602516709836774, ""XLK"": 0.0, ""XLP"": 0.26904319172512325, ""XLU"": 0.0, ""XLV"": 0.0, ""XLY"": 0.0, ""SPY"": 0.0, ""CASH"": 0.4788797276072956}","{""target"": {""asof_date"": ""2026-03-25"", ""selected_tickers"": [""XLP"", ""XLB""], ""overlay"": {""target_vol"": 0.1, ""force_cash"": true, ""max_sector_exposure"": 0.6, ""max_sector_count"": 2, ""trigger_type"": ""EMERGENCY_TREND"", ""triggers"": [""SPY below 200-day SMA for 3 consecutive trading days"", ""Drawdown warning mode active""]}, ""defensive_asset"": ""CASH"", ""method"": ""Risk parity baseline with deterministic edge tilt, annualized volatility targeting, and constrained projection"", ""risk_parity_weights"": {""XLP"": 0.5705028493467664, ""XLB"": 0.4294971506532335}, ""tilted_relative_weights"": {""XLP"": 0.5824145342495869, ""XLB"": 0.41758546575041317}, ""sector_exposure_after_vol_target"": 0.6, ""final_sector_exposure"": 0.45, ""constraint_errors"": []}, ""trade"": {""raw_one_way_turnover"": 0.07112027239270444, ""allowed_one_way_turnover"": 0.35, ""executed_one_way_turnover"": 0.0, ""turnover_scale_factor"": 1.0, ""rolling_annual_turnover_before_trade"": 0.0, ""trigger_type"": ""EMERGENCY_TREND""}}"
2026-03-26,EMERGENCY_TREND,XLF|XLB,0.2690431917251233,0.000403564787587685,"{""XLB"": 0.2, ""XLE"": 0.0, ""XLF"": 0.2, ""XLI"": 0.0, ""XLK"": 0.0, ""XLP"": 0.0, ""XLU"": 0.0, ""XLV"": 0.0, ""XLY"": 0.0, ""SPY"": 0.0, ""CASH"": 0.6}","{""XLB"": 0.21711095818550613, ""XLE"": 0.011894290949338878, ""XLF"": 0.20000000000000004, ""XLI"": 0.0046025167098367745, ""XLK"": 0.0, ""XLP"": 0.0, ""XLU"": 0.0, ""XLV"": 0.0, ""XLY"": 0.0, ""SPY"": 0.0, ""CASH"": 0.5663922341553183}","{""target"": {""asof_date"": ""2026-03-26"", ""selected_tickers"": [""XLF"", ""XLB""], ""overlay"": {""target_vol"": 0.1, ""force_cash"": true, ""max_sector_exposure"": 0.6, ""max_sector_count"": 2, ""trigger_type"": ""EMERGENCY_TREND"", ""triggers"": [""SPY below 200-day SMA for 3 consecutive trading days"", ""Drawdown warning mode active""]}, ""defensive_asset"": ""CASH"", ""method"": ""Risk parity baseline with deterministic edge tilt, annualized volatility targeting, and constrained projection"", ""risk_parity_weights"": {""XLF"": 0.5422699480555645, ""XLB"": 0.45773005194443556}, ""tilted_relative_weights"": {""XLF"": 0.5543529969162322, ""XLB"": 0.4456470030837679}, ""sector_exposure_after_vol_target"": 0.6, ""final_sector_exposure"": 0.4, ""constraint_errors"": []}, ""trade"": {""raw_one_way_turnover"": 0.302650957569805, ""allowed_one_way_turnover"": 0.35, ""executed_one_way_turnover"": 0.2690431917251233, ""turnover_scale_factor"": 1.0, ""rolling_annual_turnover_before_trade"": 0.0, ""trigger_type"": ""EMERGENCY_TREND""}}"
